track_id,released_year,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key,mode,artist_id1,artist_id2,artist_id3,released_month,released_day,song_name,artist_name1,artist_name2,artist_name3
0wHFktze2PHC5jDt3B17DC,2022,8737,0,694525298,163,32,137,15,12,107.0,91.0,32.0,56.0,3.0,0.0,11.0,10.0,G#,Major,2LIk90788K0zvyj2JJVwkJ,,,4,8,First Class,Jack Harlow,,
0wPKDeY4fZXT6k9bzV0kx0,2022,686,2,146363130,11,6,12,0,15,108.0,71.0,55.0,44.0,74.0,0.0,11.0,6.0,F#,Major,6VuMaDnrHyPL1p4EHjYLi7,,,4,8,That's Hilarious,Charlie Puth,,
0wavGRldH0AWyu2zvTz8zb,2022,1747,0,186104310,9,6,13,0,2,177.0,34.0,39.0,16.0,97.0,0.0,12.0,5.0,,Major,06HL4z0CvFAxyc27GXpf02,,,10,21,Sweet Nothing,Taylor Swift,,
0wihfILRNOwE2156Shezc8,2022,897,0,246127838,6,20,8,0,0,115.0,85.0,72.0,58.0,9.0,0.0,49.0,12.0,C#,Minor,4q3ewBCX7sLwd24euuV69X,,,5,6,Agosto,Bad Bunny,,
0wshkEEcJUQU33RSRBb5dv,2022,1045,0,93367537,8,5,2,0,0,142.0,85.0,40.0,43.0,4.0,0.0,39.0,32.0,F,Minor,3TVXtAsR1Inumwj472S9r4,,,11,4,BackOutsideBoyz,Drake,,
0xaFw2zDYf1rIJWl2dXiSF,2022,1420,4,155653938,13,87,17,0,46,78.0,67.0,22.0,59.0,76.0,1.0,15.0,16.0,A,Major,7tYKF4w9nC0nq9CsPZTHyP,0Y5tJX1MQlPlqiwlOH1tJY,,12,8,Open Arms (feat. Travis Scott),SZA,Travis Scott,
0xzI1KAr0Yd9tv8jlIk3sn,2022,1456,0,219196651,53,2,33,0,0,120.0,77.0,94.0,87.0,2.0,0.0,23.0,12.0,,Major,5CiGnKThu5ctn9pBxv7DGa,3Nrfpe0tUJi4K4DXYWgMUX,7hJcb9fa4alzcOq3EaNPoG,8,5,Bad Decisions (with BTS & Snoop Dogg),benny blanco,BTS,Snoop Dogg
0y60itmpH0aPKsFiGxmtnh,2015,11985,0,924193303,79,80,250,3,10,101.0,76.0,63.0,71.0,3.0,0.0,10.0,3.0,D#,Minor,3rWZHrfrsPBxVy692yAIxF,,,1,11,Wait a Minute!,WILLOW,,
0y8Pu7x5jXgUjOIJvQIF5L,2023,197,0,32761689,3,10,3,0,0,101.0,92.0,59.0,51.0,41.0,51.0,26.0,8.0,F,Major,0iEtIxbK0KxaSlF7G42ZOp,4Gso3d4CscCijv0lmajZWs,3tVQdUvClmAT7URs9V3rsp,6,2,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",Metro Boomin,Don Toliver,Wizkid
0yc6Gst2xkRu0eMLeRMGCX,2017,13091,17,841749534,61,96,790,2,116,94.0,37.0,17.0,47.0,2.0,46.0,11.0,3.0,F,Major,1QAJqy2dA3ihHBFIHRphZj,,,3,21,Apocalypse,Cigarettes After Sex,,
10SRMwb9EuVS1K9rYsBfHQ,2022,829,0,302006641,32,110,26,0,0,172.0,56.0,68.0,89.0,4.0,0.0,33.0,19.0,C#,Major,3Nrfpe0tUJi4K4DXYWgMUX,,,6,10,Yet To Come,BTS,,
10hMM5nsZQf66ldBlgWBfG,2019,5342,0,426204830,33,123,7,0,4,141.0,37.0,17.0,67.0,2.0,0.0,34.0,9.0,D#,Major,2feDdbD5araYcm6JhFHHw7,6sCbFbEjbYepqswM1vWjjs,,8,4,All For Us - from the HBO Original Series Euphoria,Labrinth,Zendaya,
10xV5l9nhLvFpR8mqzs0bL,2022,3879,2,295307001,107,76,86,1,9,120.0,91.0,63.0,77.0,12.0,1.0,10.0,5.0,,Minor,64KEffDW9EtZ1y2vBYgq8T,6LuN9FCkKOj5PcnpouEgny,,6,10,Numb,Marshmello,Khalid,
112T8L9nCLAvHHJB3ZBA5U,1991,9514,0,368646862,45,27,"1,197",0,43,106.0,44.0,8.0,20.0,74.0,42.0,11.0,3.0,G#,Major,6olE6TJLqED3rqDCT0FyPh,,,9,24,Something In The Way - Remastered 2021,Nirvana,,
11BKm0j4eYoCPPpCONAVwA,2011,3909,0,372476382,66,26,277,3,734,100.0,59.0,49.0,65.0,2.0,0.0,13.0,3.0,A,Minor,1HY2Jd0NmPuamShAr6KMms,,,1,1,Bloody Mary,Lady Gaga,,
11iIikXxC6NP0Ma8vMD27x,2015,1930,0,370068639,3,0,28,0,1,82.0,47.0,44.0,76.0,8.0,91.0,9.0,3.0,D#,Major,1W4itxt3vwhmrgLEBuVHJ6,,,7,24,Alien Blues,Vundabar,,
11oLgzgGx2qJ332N4H2Pbl,2021,824,0,1223481149,8,8,8,2,0,77.0,73.0,54.0,74.0,23.0,0.0,41.0,23.0,G,Major,53XhwfbYqKCa1cC15pYq2q,6U3ybJ9UHNKEdsH7ktGBZ7,57nPqD7z62gDdq37US9XJR,10,27,Enemy - from the series Arcane League of Legends,Imagine Dragons,JID,Arcane
13Irp51zj01BZu2XtDrnAg,2022,3682,6,247689123,41,0,158,2,68,156.0,72.0,92.0,77.0,9.0,0.0,8.0,11.0,G,Major,56oDRnqbIiwx4mymNEv7dS,,,7,14,2 Be Loved (Am I Ready),Lizzo,,
13Z5Q40pa1Ly7aQk1oW8Ce,2023,1134,22,57945987,39,14,48,2,3,93.0,79.0,58.0,62.0,11.0,0.0,11.0,23.0,G#,Major,1SupJlEpv7RS2tPNRaHViT,2LRoIwlKmHjgvigdNGBHNo,,5,18,69,Nicky Jam,Feid,
1418IuVKQPTYqt7QNJ9RXN,2022,288,6,319566866,11,80,1,0,8,96.0,70.0,40.0,51.0,35.0,0.0,10.0,4.0,F#,Minor,5NHm4TU5Twz7owibYxJfFU,,,10,12,Maan Meri Jaan,King,,
15pyFQHCTVp6T7vaWctSgO,2022,1103,0,41210087,0,0,0,0,0,104.0,44.0,74.0,42.0,88.0,0.0,9.0,9.0,G,Major,2YZyLoL8N0Wb9xBt1NhZWg,,,5,13,Rich - Interlude,Kendrick Lamar,,
161DnLWsx1i3u1JT05lzqU,2010,7109,2,1062956628,5,0,862,0,0,146.0,52.0,7.0,61.0,51.0,0.0,11.0,3.0,C#,Minor,0du5cEVh5yTK9QJze8zA0C,,,10,4,Talking to the Moon,Bruno Mars,,
16dUQ4quIHDe4ZZ0wF1EMN,2022,2418,26,294352144,52,66,55,1,16,115.0,95.0,43.0,69.0,47.0,0.0,9.0,31.0,F,Minor,790FomKkXshlbRYZFtlgla,3m5qlPf2OkihLz3dRYnkPA,,11,13,CAIRO,KAROL G,Ovy On The Drums,
1797zYiX4cKosMH836X9Gt,2022,1796,8,479655659,8,25,18,1,0,196.0,66.0,58.0,79.0,23.0,0.0,22.0,20.0,B,Minor,4q3ewBCX7sLwd24euuV69X,3LKXWvXFWrkwUzJWxzwVpW,,5,6,La Corriente,Bad Bunny,Tony Dize,
17js0w8GTkTUFGFM6PYvBd,2022,265,6,158950978,8,84,5,1,4,145.0,76.0,80.0,81.0,19.0,0.0,6.0,9.0,E,Minor,0ys2OFYzWYB5hRDLCsBqxt,12GqGscKJx3aE4t07u7eVZ,,12,30,Igualito a Mi Apá,Fuerza Regida,Peso Pluma,
186NCtNk1tUYS7c2DxgJ7O,2021,509,9,317622165,8,106,6,0,8,139.0,44.0,18.0,38.0,70.0,0.0,12.0,4.0,F,Major,3JsHnjpbhX4SnySpvpa9DK,,,12,24,Christmas Tree,V,,
18HOjcvTVV7W8YzBuOsAPS,2022,1004,1,283332261,8,12,9,0,0,188.0,50.0,41.0,50.0,69.0,0.0,12.0,6.0,F,Minor,4q3ewBCX7sLwd24euuV69X,,,5,6,Un Verano Sin Ti,Bad Bunny,,
18vXApRmJSgQ6wG2ll9AOg,2021,4731,0,797402345,141,12,78,0,0,81.0,79.0,44.0,54.0,41.0,0.0,13.0,24.0,F#,Major,6AgTAQt8XS6jRWi4sX7w49,,,4,9,RAPSTAR,Polo G,,
1AZjCZSGEjlxUufFQwSszF,2022,353,2,135611421,2,74,14,0,2,155.0,49.0,42.0,77.0,3.0,0.0,12.0,9.0,G#,Major,2auC28zjQyVTsiZKNgPRGs,4wVcCedmr7FHtUlFnIeJIG,,12,2,Wild Flower (with youjeen),RM,Youjeen,
1BAU6v0fuAV914qMUEESR1,2023,203,0,34450974,5,9,0,0,0,148.0,53.0,61.0,81.0,5.0,0.0,36.0,4.0,,Major,4oUHIQIBe0LHzYfvXNW4QM,,,3,3,Born With A Beer In My Hand,Morgan Wallen,,
1BkY0N8ChFk2mdLbAUu8ZK,1982,5328,0,195918494,54,76,900,0,0,151.0,73.0,88.0,67.0,20.0,0.0,32.0,5.0,G,Major,2CuzDPkRD6BJBvdWqCrt2I,,,1,1,Pass The Dutchie,Musical Youth,,
1BxfuPKGuaTgP7aM0Bbdwr,2019,7858,100,800840817,116,207,125,12,548,170.0,55.0,58.0,72.0,11.0,0.0,11.0,15.0,A,Major,06HL4z0CvFAxyc27GXpf02,,,8,23,Cruel Summer,Taylor Swift,,
1CS7Sd1u5tWkstBhpssyjP,2013,23804,31,2135158446,187,99,"4,623",1,0,129.0,57.0,41.0,66.0,63.0,0.0,12.0,5.0,E,Minor,2FXC3k01G6Gw61bmprjgqS,,,9,13,Take Me to Church,Hozier,,
1CfuBY3BDdKpooQ9L5zgUc,2021,975,0,185408548,11,0,10,0,0,160.0,60.0,47.0,62.0,3.0,0.0,38.0,4.0,D,Major,4MCBfE4596Uoi2O4DtmEMz,,,12,10,Cigarettes,Juice WRLD,,
1DIXPcTDzTj8ZMHt3PDt8p,1995,10624,17,1357608774,21,0,386,0,,80.0,63.0,40.0,61.0,9.0,0.0,56.0,6.0,G#,Major,3y24n3XhZ96wgwRXjvS17T,2LhsePRtgCo4THVKULQBL7,,7,11,Gangsta's Paradise,Coolio,L.V.,
1DmW5Ep6ywYwxc2HMT5BG6,2023,2988,59,201660859,74,102,145,18,925,150.0,55.0,30.0,78.0,24.0,0.0,12.0,8.0,D#,Minor,49aaHxvAJ0tCh0F15OnwIl,,,2,25,Tattoo,Loreen,,
1DxEbt6OSbrkRthk6pjZue,2022,1267,20,231332117,41,22,56,4,84,93.0,84.0,96.0,79.0,43.0,0.0,18.0,11.0,F#,Minor,0niAkxgT6y57bRbT0Ge94z,48R2gYdPKtfnfKAzhSVPUx,0uxYECT7XqHNccQAg5Uhe4,12,16,MERCHO,LiL CaKe,Migrantes,Nico Valdi
1Fid2jjqsHViMX6xNH70hE,2015,3045,6,571386359,43,53,134,1,32,166.0,40.0,23.0,48.0,5.0,0.0,12.0,3.0,G#,Minor,4Ly0KABsxlx4fNj63zJTrF,,,4,22,Atlantis,Seafret,,
1Fuc3pBiPFxAeSJoO8tDh5,2022,406,5,198275403,3,31,2,1,0,139.0,70.0,77.0,48.0,37.0,0.0,12.0,5.0,D#,Minor,6OP8Y0UsezppFkU1hZU6EJ,7Gi6gjaWy3DxyilpF1a8Is,,12,24,En Paris,El Chachito,Junior H,
1GfBLbAhZUWdseuDqhocmn,2022,2849,0,78489819,39,45,27,0,1,140.0,81.0,6.0,84.0,5.0,23.0,6.0,6.0,C#,Minor,5he5w2lnU9x7JFhnwcekXX,4oLeXFyACqeem2VImYeBFe,07CimrZi5vs9iEao47TNQ4,1,17,Rumble,Skrillex,Fred again..,Flowdan
1HNkqx9Ahdgi1Ixy2xkKkL,2014,18778,3,2236667932,228,105,"2,453",0,84,108.0,61.0,20.0,38.0,61.0,0.0,10.0,5.0,E,Major,6eUKZXaKkcviH0Ku9w2n3V,,,6,20,Photograph,Ed Sheeran,,
1Hs1uUl8o2VtDp1DABFq0O,2023,1150,31,123122413,22,33,34,7,184,120.0,81.0,63.0,68.0,11.0,0.0,11.0,4.0,,Major,1vqR17Iv8VFdzure1TAXEq,5Y3MV9DZ0d87NnVm56qSY1,1DxLCyH42yaHKGK3cl5bvG,6,1,Los del Espacio,LIT killah,Tiago PZK,Maria Becerra
1HvTxgCj0mTzQlEo0zLvFb,2022,1185,0,190981339,21,0,31,0,0,143.0,68.0,41.0,55.0,16.0,0.0,10.0,12.0,C#,Major,6jGMq4yGs7aQzuGsMgVgZR,,,4,1,In My Head,Lil Tjay,,
1I3JTitFtzTR8eCYlHp8ZL,2022,1647,30,278920007,20,49,23,2,2,164.0,70.0,58.0,57.0,25.0,0.0,15.0,7.0,G#,Minor,2LRoIwlKmHjgvigdNGBHNo,,,6,3,Ferxxo 100,Feid,,
1IHWl5LamUGEuP4ozKQSXZ,2022,9037,42,1264310836,124,133,139,14,166,107.0,65.0,19.0,72.0,10.0,0.0,13.0,25.0,F,Minor,4q3ewBCX7sLwd24euuV69X,,,5,6,Tití Me Preguntó,Bad Bunny,,
1Ist6PR2BZR3n2z2Y5R6S1,2011,20333,52,983637508,89,143,"1,632",3,200,112.0,56.0,24.0,66.0,7.0,0.0,12.0,3.0,C#,Minor,00FQb4jTyendYWaN8pK0wa,,,1,1,Summertime Sadness,Lana Del Rey,,
1IthE5GNiRzFN5CVaCa445,2022,279,0,79095270,0,18,6,0,0,158.0,60.0,68.0,84.0,4.0,0.0,24.0,11.0,G#,Minor,3Nrfpe0tUJi4K4DXYWgMUX,,,6,10,Born Singer,BTS,,
1Lo0QY9cvc8sUB2vnIOxDT,2023,1446,12,157058870,57,97,35,0,429,98.0,71.0,67.0,60.0,19.0,0.0,12.0,3.0,G#,Major,718COspgdWOnwOFpJHRZHS,,,3,24,Fast Car,Luke Combs,,
1MB8kTH7VKvAMfL9SHgJmG,2023,1094,34,90839753,40,58,47,8,203,127.0,82.0,89.0,85.0,4.0,0.0,23.0,6.0,B,Minor,07YUOmWljBTXwIseAUd9TW,0tmwSHipWxN12fsoLcFU3B,7a0XAaPaK2aDSqa8p3QnC7,5,12,VAGABUNDO,Sebastian Yatra,Manuel Turizo,Beéle
1N8TTK1Uoy7UvQNUazfUt5,2022,629,14,303216294,32,3,9,0,24,130.0,71.5,61.0,68.0,7.0,11.0,11.0,6.5,G#,Major,4MvZhE1iuzttcoyepkpfdF,,,10,31,SPIT IN MY FACE!,ThxSoMch,,
1NhjYYcYTRywc0di98xHxf,2022,1420,0,88103848,7,18,7,0,0,135.0,41.0,27.0,64.0,36.0,0.0,60.0,3.0,C#,Major,1Xyo4u8uXC1ZmMpatF05PJ,4V8LLVI7PbaPR0K2TGSxFF,,1,7,"Here We Go… Again (feat. Tyler, the Creator)",The Weeknd,"Tyler, The Creator",
1NlK2NtpuUazpziLhnJwEV,2022,768,0,31959571,1,1,3,0,0,108.0,46.0,23.0,48.0,75.0,30.0,14.0,4.0,A,Minor,1Xyo4u8uXC1ZmMpatF05PJ,,,1,7,Phantom Regret by Jim,The Weeknd,,
1O6RuLSPCw4c5pJducJG3r,2022,213,6,179659294,7,6,0,0,48,130.0,51.0,18.0,44.0,76.0,0.0,11.0,3.0,F,Major,1JvbNeV9zG9Sew1JyaWsyx,,,12,2,Tak Segampang Itu,Anggi Marito,,
1OZ4uv7OAP24Ix6j3vojLt,2022,648,4,187701588,0,0,30,0,0,161.0,59.0,62.0,60.0,12.0,0.0,5.0,44.0,A#,Minor,0gHj4MPwwcZ8Zl9CY0hqT5,75i9GaW2MJUgt4BkdUnuUY,210Sy1oGhvPu929TKoSVcN,7,1,Casei Com a Putaria,Mc Paiva ZS,MC Ryan SP,Kotim
1PNs0uGru3TcrA94kpyGnc,2022,1064,0,81350745,42,1,26,0,0,120.0,84.0,54.0,51.0,47.0,0.0,12.0,40.0,C#,Minor,0hCNtLu0JehylgoiP8L4Gh,5f7VJjfbwm532GiveGC0ZK,,2,4,Do We Have A Problem?,Nicki Minaj,Lil Baby,
1PckUlxKqWQs3RlWXVBLw3,2022,9021,2,723894473,242,49,272,21,24,109.0,84.0,72.0,74.0,10.0,0.0,34.0,7.0,A#,Minor,56oDRnqbIiwx4mymNEv7dS,,,7,15,About Damn Time,Lizzo,,
1PtQJZVZIdWIYdARpZRDFO,1985,21811,0,1024858327,117,1,676,3,0,108.0,63.0,20.0,55.0,72.0,0.0,6.0,6.0,A#,Minor,1aSxMhuvixZ8h9dK9jIDwL,,,9,16,Running Up That Hill (A Deal With God),Kate Bush,,
1QPreu0BNOrUfEb8HTd2qG,2022,3486,0,173702135,20,10,33,0,0,96.0,85.0,41.0,43.0,39.0,0.0,12.0,21.0,A#,Minor,2YZyLoL8N0Wb9xBt1NhZWg,,,5,13,Rich Spirit,Kendrick Lamar,,
1Qrg8KqiBpW07V7PNxwwwL,2022,8109,77,1163093654,183,162,161,12,187,89.0,64.0,43.0,73.0,5.0,17.0,16.0,4.0,G#,Major,7tYKF4w9nC0nq9CsPZTHyP,,,12,8,Kill Bill,SZA,,
1RDvyOk4WtPCtoqciJwVn8,2022,889,20,323358833,11,78,35,0,21,115.0,71.0,34.0,88.0,16.0,0.0,44.0,4.0,,Major,6HaGTQPmzraVmaVxvz6EUc,3Nrfpe0tUJi4K4DXYWgMUX,5C01hDqpEmrmDfUhX9YWsH,11,20,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,BTS,FIFA Sound
1REVvAphiSTJyKQ1fDpHa4,2022,2308,0,76831876,7,0,7,0,0,138.0,57.0,71.0,82.0,19.0,0.0,15.0,29.0,D#,Minor,2YZyLoL8N0Wb9xBt1NhZWg,57LYzLEk2LcFghVwuWbcuS,6FD0unjzGQhX3b6eMccMJe,5,13,Purple Hearts,Kendrick Lamar,Summer Walker,Ghostface Killah
1SC5rEoYDGUK4NfG82494W,2020,12329,0,1735441776,275,19,738,0,,179.0,61.0,76.0,51.0,30.0,0.0,38.0,15.0,G#,Minor,7jVv8c5Fj3E9VhNjxT4snq,,,9,18,MONTERO (Call Me By Your Name),Lil Nas X,,
1SOClUWhOi8vHZYMz3GluK,2017,4375,0,888046992,24,0,396,0,0,122.0,67.0,50.0,67.0,15.0,0.0,30.0,4.0,B,Minor,6QrQ7OrISRYIfS5mtacaw2,,,6,23,Infinity,Jaymes Young,,
1SV1fxF65n9NhRHp3KlBuu,1979,1685,0,403939487,1,0,29,0,0,95.0,75.0,74.0,58.0,36.0,0.0,9.0,3.0,B,Major,4STHEaNw4mPZ2tzheohgXB,,,11,16,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,,
1TweDM3JC49LNeelLVg3yX,2022,1042,0,94005786,7,29,3,0,0,150.0,73.0,71.0,69.0,53.0,0.0,32.0,9.0,A#,Minor,7tYKF4w9nC0nq9CsPZTHyP,4Gso3d4CscCijv0lmajZWs,,12,8,Used (feat. Don Toliver),SZA,Don Toliver,
1UMm1Qs3u59Wvk53zBUE8r,2023,250,26,78300654,16,149,10,5,168,130.0,79.0,96.0,86.0,9.0,0.0,9.0,9.0,G,Minor,0ys2OFYzWYB5hRDLCsBqxt,,,6,22,SABOR FRESA,Fuerza Regida,,
1UdzJEpgJxtuXAlCOvD4S0,2022,2499,21,421365166,68,24,43,1,0,92.0,45.0,27.0,67.0,32.0,0.0,13.0,14.0,G#,Major,5H1nN1SzW0qNeUEZvuXjAj,,,2,17,Fuera del mercado,Danny Ocean,,
1VsHc0qIeyjYOyvN5HIEQG,2023,675,1,50847624,9,13,11,0,1,178.0,62.0,56.0,66.0,18.0,0.0,12.0,5.0,C#,Minor,2R21vXR83lH98kGeO99Y66,64aJYyrXljOodnUG6jvhRD,2T1aUibqR2QC2sINIDQOAK,5,4,Mejor Que Yo,Anuel AA,DJ Luian,Mambo Kingz
1Xi84slp6FryDSCbzq4UCD,2019,6646,0,991336132,107,47,584,1,,72.0,45.0,27.0,33.0,82.0,0.0,14.0,4.0,A,Minor,3klZnJvYGIbWritVwQD434,,,3,7,Arcade,Duncan Laurence,,
1Y3LN4zO1Edc2EluIoSPJN,2021,4427,30,726434358,69,100,71,20,438,151.5,34.0,28.5,54.0,73.5,0.0,19.0,3.5,A#,Major,5XKFrudbV4IiuE5WuTPRmT,7o2ZQYM7nTsaVdkXY38UAA,,9,1,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Em Beihold,
1ZMiCix7XSAbfAJlEZWMCp,2019,7556,0,1023187129,124,24,254,0,8,110.0,57.0,6.0,27.0,84.0,0.0,9.0,3.0,E,Major,6KImCVD70vtIoJWnq6nGn3,,,12,13,Falling,Harry Styles,,
1ZdhOMWyFR8Iv9eylMGYg2,2019,5443,0,467727006,45,1,80,0,12,89.0,46.0,43.0,43.0,23.0,8.0,8.0,22.0,,Minor,2feDdbD5araYcm6JhFHHw7,,,6,21,Mount Everest,Labrinth,,
1aUq8rjW1EwkAkMri4VfJy,2022,3301,30,471819764,72,64,64,6,3,102.0,83.0,58.0,83.0,21.0,0.0,10.0,5.0,B,Minor,1mcTU81TzQhprhouKaTkpq,1Ts9of7VPZElwPQnqnDSfW,1GKIlPFdcewHtpDVCQ8zmJ,7,25,LOKERA,Rauw Alejandro,Lyanno,Brray
1bDbXMyjaUIooNwFE9wn0N,2022,4657,18,573633020,84,84,42,0,23,153.0,56.0,42.0,52.0,5.0,0.0,36.0,24.0,B,Minor,3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft,,11,4,Rich Flex,Drake,21 Savage,
1bNgs0mBS3EWCdGKKclxRC,2022,1320,0,133895612,29,26,17,0,0,97.0,82.0,67.0,77.0,8.0,0.0,12.0,5.0,C#,Major,6nVcHLIgY5pE2YCl8ubca1,2LRoIwlKmHjgvigdNGBHNo,77ziqFxp5gaInVrF2lj4ht,10,20,En La De Ella,Jhayco,Feid,Sech
1c8gk2PeTE04A1pIDH9YMk,2010,35684,6,1472799873,195,125,"6,280",2,78,105.0,73.0,52.0,76.0,13.0,0.0,5.0,3.0,G#,Major,4dpARuHxo51G3z768sgnrY,,,11,29,Rolling in the Deep,Adele,,
1cKHdTo9u0ZymJdPGSh6nq,2018,4188,15,705469769,30,70,142,0,27,114.0,32.0,17.0,74.0,14.0,0.0,17.0,3.0,A#,Major,1Xyo4u8uXC1ZmMpatF05PJ,3hteYQFiMFbJY7wS0xDymP,,3,29,I Was Never There,The Weeknd,Gesaffelstein,
1d94hTRR5diGVxJ9GtZ8VN,2022,220,4,184807630,16,5,0,0,6,130.0,49.0,14.0,40.0,82.0,0.0,11.0,3.0,,Major,4EiSzlOeMnJcp2U8ayCQ3a,,,5,13,Tak Ingin Usai,Keisya Levronka,,
1dGr1c8CrMLDpV6mPbImSI,2012,8448,23,882831184,160,110,163,0,5,206.0,43.0,50.0,55.0,50.0,0.0,15.0,10.0,G,Major,06HL4z0CvFAxyc27GXpf02,,,1,1,Lover,Taylor Swift,,
1daDRI9ahBonbWD8YcxOIB,2020,3372,19,570515054,65,48,138,1,102,122.0,67.0,49.0,64.0,10.0,0.0,10.0,3.0,F,Major,5YGY8feqx7naU7z4HrwZM6,,,11,27,Angels Like You,Miley Cyrus,,
1eIXYZWEfJO3Na2LCCnIJE,2022,1127,0,110849052,16,63,8,0,0,65.0,71.0,55.0,26.0,85.0,0.0,13.0,8.0,A,Minor,7tYKF4w9nC0nq9CsPZTHyP,,,12,9,Love Language,SZA,,
1ei3hzQmrgealgRKFxIcWn,2022,2224,8,382199619,48,40,87,1,210,78.0,36.0,30.0,54.0,34.0,0.0,14.0,5.0,A#,Major,22wbnEMDvgVIAGdFeek6ET,,,4,29,In The Stars,Benson Boone,,
1fXnu2HzxbDtoyvFPWG3Bw,2023,381,5,46065667,23,82,6,0,113,134.0,76.0,61.0,58.0,6.0,0.0,16.0,3.0,B,Major,3hcs9uc56yIGFCSy9leWe7,4oUHIQIBe0LHzYfvXNW4QM,,5,26,Stand By Me (feat. Morgan Wallen),Lil Durk,Morgan Wallen,
1gH1h30wkQdd9zhY3j7a8T,2022,1189,6,244928911,17,10,16,0,4,120.0,90.0,73.0,51.0,39.0,0.0,9.0,6.0,F,Major,7pbDxGE6nQSZVfiFdq9lOL,,,3,11,THE SHADE,Rex Orange County,,
1haJsMtoBhHfvuM7XWuT3W,2023,692,25,354495408,10,107,6,3,62,144.0,56.0,84.0,65.0,23.0,0.0,10.0,6.0,A,Minor,7Gi6gjaWy3DxyilpF1a8Is,12GqGscKJx3aE4t07u7eVZ,,2,10,El Azul,Junior H,Peso Pluma,
1jEBSDN5vYViJQr78W7jr2,2022,4049,0,500340342,119,6,85,1,1,184.0,69.0,91.0,63.0,11.0,0.0,9.0,31.0,F#,Major,6VuMaDnrHyPL1p4EHjYLi7,,,1,19,Light Switch,Charlie Puth,,
1jHgfC8T5KxUyC5Ldw6lk9,2022,531,4,134294498,20,1,71,2,0,135.0,81.0,97.0,77.0,75.0,0.0,35.0,3.0,F,Major,7KVJCU4z5L4EUHILL8aMxR,,,12,8,Zona De Perigo,Leo Santana,,
1kuGVB7EU95pJObxwvfwKS,2023,1397,113,140003974,94,207,91,14,949,138.0,51.0,32.0,53.0,17.0,0.0,31.0,6.0,F,Major,1McMsnEElThX1knmY4oliG,,,6,30,vampire,Olivia Rodrigo,,
1lRtH4FszTrwwlK5gTSbXO,2022,995,19,463564958,12,117,9,5,3,136.0,77.0,79.0,73.0,15.0,0.0,27.0,10.0,B,Minor,0elWFr7TW8piilVRYJUe4P,12GqGscKJx3aE4t07u7eVZ,6Sbl0NT50roqWvy746MfVf,11,24,AMG,Natanael Cano,Peso Pluma,Gabito Ballesteros
1mea3bSkSGXuIRvnydlB5b,2008,33898,62,1592909789,233,0,"4,095",9,0,138.0,49.0,42.0,62.0,9.0,0.0,11.0,3.0,F,Minor,4gzpq5DPGxSnKTe4SA8HAU,,,1,1,Viva La Vida,Coldplay,,
1mw0RgNXIpYRyyCdBQbLgA,2022,1933,0,233671263,13,2,31,0,0,118.0,56.0,20.0,54.0,67.0,0.0,6.0,5.0,G,Major,6KImCVD70vtIoJWnq6nGn3,,,5,20,Love Of My Life,Harry Styles,,
1nH2PkJL1XoUq8oE6tBZoU,2022,4440,0,326792833,81,77,133,0,,122.0,70.0,91.0,79.0,3.0,0.0,7.0,10.0,G,Major,1Xyo4u8uXC1ZmMpatF05PJ,,,1,7,Sacrifice,The Weeknd,,
1odExI7RdWc4BT515LTAwj,2023,3528,98,387570742,80,156,182,24,"1,281",130.0,51.0,32.0,43.0,83.0,0.0,9.0,3.0,D,Minor,33NVpKoXjItPwUJTMZIOiY,,,4,14,Daylight,David Kushner,,
1ojBtNRMzjL7ptLPZCzfRz,2013,1550,0,109091573,0,0,14,0,0,81.0,77.0,68.0,70.0,6.0,0.0,17.0,20.0,,Major,1gPhS1zisyXr5dHTYZyiMe,5gCRApTajqwbnHHPbr2Fpi,,7,16,Thinking with My Dick (feat. Juicy J),Kevin Gates,Juicy J,
1p80LdxRV74UKvL8gnD7ky,2014,11434,53,1355959075,154,123,410,2,81,96.0,75.0,57.0,68.0,9.0,0.0,13.0,6.0,F,Major,06HL4z0CvFAxyc27GXpf02,,,1,1,Blank Space,Taylor Swift,,
1pacwLXyRO47ka0v6LTIiY,2022,880,0,110649992,3,7,10,0,0,112.0,80.0,15.0,54.0,9.0,0.0,38.0,5.0,G#,Major,0iEtIxbK0KxaSlF7G42ZOp,0Y5tJX1MQlPlqiwlOH1tJY,,12,2,Raindrops (Insane) [with Travis Scott],Metro Boomin,Travis Scott,
1qEmFfgcLObUfQm0j1W2CK,2022,7461,8,743693613,166,42,199,16,58,115.0,71.0,90.0,73.0,30.0,0.0,11.0,5.0,A#,Major,6KImCVD70vtIoJWnq6nGn3,,,5,20,Late Night Talking,Harry Styles,,
